,Unnamed: 0,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours,SegDir,RevenuePerDay
299,299,AM-Shoulder,1,OP,AM,3,SB,3SB,3.7,70,9600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.272727273,0.272727273,3.479,0.715,6908.6,997.8,7906.4,7906.4,9902,1.2,1.031458333,9902,0,1,829.032,5350.01984,878.064,6957.632,2.912846546,8.713276587,0.101231233,0.101336425,85.61956066,256.1161055,41.47257629,69.20121693,2.747773057,3.20803607,5.352934876,-2.144898806,1.527054413,1370.621103,4708.946897,88.97986711,908.8201329,1459.60097,5617.76703,5617.76703,1637.560704,7435.407296,10.77753222,32.23912337,3.266451062,17640.54601,17640.54601,1370.621103,88.97986711,1459.60097,7906.4,3SB,17640.54601
300,300,MD,5,OP,MD,3,SB,3SB,3.7,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.482,0.708,8305.772863,751.4090455,9057.181909,10052.7,11720.7,1.2,1.331897727,10560,1160.7,0.900970079,1106.244,6335.5854,661.2399601,7970.32008,5.149999963,15.44999989,0.179078969,0.177781993,71.52018924,214.5605678,21.66627828,58.01704133,2.215529621,3.826461931,10.24633751,-6.419875584,4.95243626,2240.814102,4958.714762,117.5565582,633.8524874,2358.37066,5592.567249,27962.83624,2593.483776,6860.272224,19.05499986,57.1649996,5.663419063,49418.833,247094.165,11204.07051,587.7827909,11791.8533,45285.90954,3SB,247094.165
301,301,PM-Shoulder,1,OP,PM,3,SB,3SB,3.7,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.632,0.592,8952.599031,535.8003229,9488.399354,11184.9,12448.1,1.2,1.414556818,10560,1888.1,0.848322234,1266.396,6763.858667,471.5042842,8349.791432,5.149968265,15.44526202,0.231098859,0.229746904,75.31612571,225.8804785,19.58134296,40.58241977,1.31983494,5.470349015,11.33732249,-5.866973479,5.716125746,2829.516023,4856.687008,108.3266495,427.4736735,2937.842672,5284.160682,5284.160682,3154.495971,6139.108029,19.05488258,57.14746948,5.529585148,60106.68947,60106.68947,2829.516023,108.3266495,2937.842672,9488.399354,3SB,60106.68947
302,302,PM-Peak,3,Peak,PM,3,SB,3SB,3.7,70,7200,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.333333333,0.333333333,3.632,0.592,7278.107917,453.9640278,7732.071944,10110.4,11297.6,1.2,1.569111111,8640,2657.6,0.764764198,1142.016,5399.760887,399.4883444,6804.223311,5.125452926,15.32390036,0.286865319,0.286827155,57.9200691,173.1674021,17.56153562,43.24695291,2.56156999,5.133309634,12.64126354,-7.507953909,6.62888448,2691.020127,3445.071789,114.5841052,339.3799225,2805.604233,3784.451712,11353.35514,3034.772443,4463.211557,18.96417583,56.69843133,5.541969255,57529.71787,172589.1536,8073.060382,343.7523157,8416.812698,23196.21583,3SB,172589.1536
303,303,PM-Late,3,OP,NT,3,SB,3SB,3.7,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,7300.2,539.4,7839.6,7839.6,8918.4,1.2,1.1148,8918.4,0,1,876.024,5653.27488,474.672,6898.848,4.460578513,13.29451902,0.110031916,0.110284424,97.03600409,289.2106929,34.28735729,69.11899008,3.099094983,3.211852484,6.474689726,-3.262837242,2.312282808,1498.064669,4926.111331,52.34892824,487.0510718,1550.413597,5413.162403,16239.48721,1655.111454,6387.264546,16.5041405,49.18972039,4.758852031,27299.29892,81897.89675,4494.194007,157.0467847,4651.240792,23518.8,3SB,81897.89675
304,304,Night,8,OP,NT,4,NB,4NB,3.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,2552.6,442.3,2994.9,2994.9,3879.5,1.2,0.4849375,3879.5,0,1,306.312,1976.73344,389.224,2635.512,0.721515054,2.164203585,0.115654732,0.115657634,93.10772203,279.2790874,69.52514454,69.99617926,1.271510788,2.828725826,2.847890519,-0.019164693,0.013523364,534.9305767,1711.357423,45.01672694,397.2832731,579.9473037,2108.640696,16869.12557,669.9807575,2903.207242,2.380999678,7.141871831,0.833499566,1595.173225,12761.3858,4279.444614,360.1338155,4639.578429,23959.2,4NB,12761.3858
305,305,AM-Early,1,OP,AM,4,NB,4NB,3.3,70,10800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.25,0.25,3.479,0.715,10467.34279,830.8857356,11298.22853,12059.9,13833.7,1.2,1.280898148,12960,873.7,0.936842638,1340.76,8031.392858,731.1794473,9942.441105,5.149999989,15.44999997,0.141590381,0.140043741,79.61429779,238.8428934,22.57528803,53.67619519,1.645478047,3.688786049,8.770652216,-5.081866167,4.159456551,2477.927975,6648.654819,102.397105,728.4886306,2580.32508,7377.143449,7377.143449,2785.119289,8834.120711,16.99499996,50.9849999,5.55874313,47333.10222,47333.10222,2477.927975,102.397105,2580.32508,11298.22853,4NB,47333.10222
306,306,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.479,0.715,8502.957198,685.6809339,9188.638132,11091.8,12747.2,1.2,1.448545455,10560,2187.2,0.828417221,1231.692,6398.713375,603.3992218,8086.001556,5.149999733,15.44999656,0.233536948,0.231623742,59.90615644,179.7184387,17.56153562,40.99025449,2.111906336,4.83041646,11.27464046,-6.444223997,5.91224832,2726.027995,4545.237203,139.7615855,545.9193484,2865.78958,5091.156552,10182.3131,3145.312751,6182.995249,16.99499912,50.98498865,5.652319895,53454.58622,106909.1724,5452.05599,279.5231709,5731.579161,18377.27626,4NB,106909.1724
307,307,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,70,9600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.272727273,0.272727273,3.479,0.715,8037.04795,1160.984017,9198.031967,10340.6,12951,1.2,1.3490625,11520,1431,0.889506602,1084.248,6118.463956,1021.665935,8094.268131,5.149999997,15.44999995,0.184771736,0.184014093,70.68348341,212.0504496,20.80835663,53.60258453,1.759999722,3.693851738,9.515407847,-5.821556109,4.680785493,2214.767205,4738.032745,188.0009302,972.9830864,2402.768135,5711.015832,5711.015832,2778.769996,7656.982004,16.99499999,50.98499982,5.955907793,47225.19602,47225.19602,2214.767205,188.0009302,2402.768135,9198.031967,4NB,47225.19602
308,308,MD,5,OP,MD,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.482,0.708,8271.708027,762.7639909,9034.472018,10108,11814.8,1.2,1.342590909,10560,1254.8,0.893794224,1110.552,6301.817304,671.232312,7950.335376,5.149999969,15.44999985,0.184875459,0.183758688,70.83081999,212.4924591,21.31246685,56.71887405,1.914162625,3.490901456,9.29033703,-5.799435574,4.523235921,2275.603367,4885.55266,123.3447688,639.4192221,2398.948136,5524.971883,27624.85941,2645.637673,6803.810327,16.9949999,50.98499949,5.679586702,44962.61196,224813.0598,11378.01683,616.7238441,11994.74068,45172.36009,4NB,224813.0598
309,309,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.632,0.592,8952.42627,535.8579098,9488.28418,10861.3,12088.1,1.2,1.373647727,10560,1528.1,0.87358642,1229.748,6795.956878,471.5549607,8349.690079,5.149999926,15.44999907,0.207383075,0.206282408,74.76567801,224.2970238,20.75954763,48.1630226,1.469630715,4.111037665,9.537780088,-5.426742423,4.696446062,2639.114434,5083.563836,97.27349267,438.5844172,2736.387927,5522.148253,5522.148253,2930.934912,6399.317088,16.99499975,50.98499694,5.516145705,49811.23789,49811.23789,2639.114434,97.27349267,2736.387927,9488.28418,4NB,49811.23789
310,310,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.632,0.592,8360.119981,733.2933397,9093.413321,10105.4,11735.2,1.2,1.333545455,10560,1175.2,0.899856841,1114.86,6375.828783,645.2981389,8002.203722,5.149999982,15.44999979,0.195201537,0.194277929,74.31591449,222.9477412,22.90775206,54.30959239,2.595028555,3.645764796,8.643362278,-4.997597482,4.070353594,2359.431578,4885.828403,125.3671858,607.9261539,2484.798764,5493.754557,16481.26367,2735.533135,6709.606865,16.99499994,50.9849993,5.669672645,46490.38541,139471.1562,7078.294734,376.1015573,7454.396291,27280.23996,4NB,139471.1562
311,311,PM-Late,3,OP,NT,4,NB,4NB,3.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,5008.1,370,5378.1,5378.1,6118.1,1.2,0.7647625,6118.1,0,1,600.972,3878.27264,325.6,4732.728,1.359992255,4.075228582,0.111899685,0.111940487,95.86026502,287.2461151,63.21094849,69.90243533,1.875204369,2.83251934,3.132368755,-0.299849414,0.212658128,1034.949486,3372.178514,36.44782259,333.5521774,1071.397308,3705.730692,11117.19208,1144.292953,4372.835047,4.487974443,13.44825432,1.452361772,5134.986428,15404.95928,3104.848457,109.3434678,3214.191924,16134.3,4NB,15404.95928
312,312,Night,8,OP,NT,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,2430.4,385.5,2815.9,2815.9,3586.9,1.2,0.4483625,3586.9,0,1,291.648,1882.10176,339.24,2477.992,0.657969108,1.973617137,0.115325297,0.115326236,93.37712451,280.0901912,69.70203264,69.99744507,1.165450089,2.828674672,2.840663213,-0.011988541,0.008464249,508.7019453,1630.050055,39.12327217,346.3767278,547.8252174,1976.426783,15811.41426,626.0717618,2669.180238,2.171298055,6.512936553,0.751926914,1359.350934,10874.80747,4069.615562,312.9861773,4382.60174,22527.2,4SB,10874.80747
313,313,AM-Early,1,OP,AM,4,SB,4SB,3.3,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.479,0.715,6599.6,523.8,7123.4,7123.4,8171,1.2,0.928522727,8171,0,1,791.952,5110.73024,460.944,6268.592,1.97124898,5.900020396,0.10453421,0.104618234,85.13772462,254.820328,51.50334031,69.56748481,2.187417899,2.846157232,3.844410844,-0.998253612,0.711087591,1326.198149,4481.449851,48.22314745,475.5768525,1374.421296,4957.026704,4957.026704,1470.867591,5908.180409,6.505121635,19.47006731,2.109094431,9565.988198,9565.988198,1326.198149,48.22314745,1374.421296,7123.4,4SB,9565.988198
314,314,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,70,9600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.272727273,0.272727273,3.479,0.715,7584,610,8194,8194,9414,1.2,0.980625,9414,0,1,910.08,5873.0496,536.8,7210.72,3.067231098,9.162096846,0.09818016,0.098332974,87.60132007,261.6730701,46.14394477,69.16665548,3.44086259,2.862651065,4.290920531,-1.428269465,1.023644371,1486.696949,5187.223051,52.78514059,557.2148594,1539.48209,5744.43791,11488.87582,1645.052371,6858.867629,10.12186262,30.23491959,3.276209395,16644.09677,33288.19353,2973.393898,105.5702812,3078.96418,16388,4SB,33288.19353
315,315,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,70,8800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.290322581,0.290322581,3.479,0.715,6678.7,964.8,7643.5,7643.5,9573.1,1.2,1.087852273,9573.1,0,1,801.444,5171.98528,849.024,6726.28,3.550146927,10.61883191,0.106053573,0.106163756,83.95224757,251.1092705,36.44823097,69.24520198,2.721406629,2.859403891,5.432362415,-2.572958523,1.82265369,1349.951517,4527.304483,90.13557696,874.664423,1440.087094,5401.968906,5401.968906,1620.358248,7151.297752,11.71548486,35.04214529,3.9925785,18973.88055,18973.88055,1349.951517,90.13557696,1440.087094,7643.5,4SB,18973.88055
316,316,MD,5,OP,MD,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.482,0.708,7550.644606,683.1184646,8233.763071,9719.7,11332.5,1.2,1.4165625,9600,1732.5,0.847121112,1069.596,5703.322773,601.1442488,7245.711502,5.14999933,15.44999842,0.232357533,0.231419537,65.8803191,197.6409629,19.53291699,51.61833169,1.739752672,3.835846559,10.13673483,-6.300888273,5.115714382,2394.806008,4086.242598,139.1165239,544.0019407,2533.922532,4630.244539,23151.22269,2812.15558,5718.24842,16.99499779,50.9849948,5.715486258,47792.57806,238962.8903,11974.03004,695.5826194,12669.61266,41168.81535,4SB,238962.8903
317,317,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,70,6400,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.36,0.36,3.632,0.592,6510.875689,389.7081038,6900.583792,10813.7,12035.1,1.2,1.880484375,7680,4355.1,0.63813346,1224.36,4652.133806,342.9431313,6072.513737,4.387923171,13.13485435,0.329580417,0.329504197,54.97103148,164.5508511,17.56153562,39.39319694,1.273480456,5.026248575,11.27464046,-6.248391882,5.91224832,2757.612198,2528.90349,113.001201,276.7069027,2870.613399,2805.610393,2805.610393,3096.615801,3359.024199,14.48014646,43.34501936,4.732244607,44828.66777,44828.66777,2757.612198,113.001201,2870.613399,6900.583792,4SB,44828.66777
318,318,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.632,0.592,8086.750165,504.4166117,8591.166777,9774.6,10922.4,1.2,1.3653,9600,1322.4,0.878927708,1104.084,6144.746225,443.8866183,7560.226763,5.149999677,15.4499963,0.219468053,0.218474989,72.72244391,218.1672932,22.41241329,53.55768717,2.577019623,3.69694829,8.834390008,-5.137441718,4.204073006,2452.659489,4530.006676,96.97812414,407.4384876,2549.637613,4937.445163,14812.33549,2743.593861,5752.322139,16.99499893,50.98498779,5.541770784,46627.37387,139882.1216,7357.978467,290.9343724,7648.912839,25773.50033,4SB,139882.1216
319,319,PM-Late,3,OP,NT,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,7059.5,521.5,7581,7581,8624,1.2,1.078,8624,0,1,847.14,5466.8768,458.92,6671.28,3.867116319,11.54551824,0.110331464,0.110512104,96.75842627,288.8783484,37.8349429,69.27240088,2.668141289,2.858281184,5.233257534,-2.37497635,1.683280274,1450.308522,4762.051478,50.71621456,470.7837854,1501.024737,5232.835263,15698.50579,1602.457166,6174.402834,12.76148385,38.10021019,4.12655207,20440.38722,61321.16167,4350.925566,152.1486437,4503.07421,22743,4SB,61321.16167
320,320,Night,8,OP,NT,5,NB,5NB,2,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,2578.5,436.1,3014.6,3014.6,3886.8,1.2,0.48585,3886.8,0,1,309.42,1815.264,348.88,2411.68,0.70140459,2.10403596,0.125625739,0.125627164,89.8316694,269.4722354,69.51571566,69.99621537,0.776204957,1.714378404,1.726228362,-0.011849958,0.008359854,537.4638812,1731.616119,43.82880488,392.2711951,581.2926861,2123.887314,16991.09851,668.9502959,2908.429704,1.40280918,4.208071921,0.807161394,938.3940296,7507.152237,4299.71105,350.6304391,4650.341489,24116.8,5NB,7507.152237
321,321,AM-Early,1,OP,AM,5,NB,5NB,2,70,8400,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.3,0.3,3.479,0.715,8148.903348,643.6988841,8792.602232,10349.8,11865.2,1.2,1.41252381,10080,1785.2,0.849543202,1151.052,5598.281078,514.9591073,7034.081785,4.916466926,14.12233644,0.245953788,0.264280884,64.73201766,185.9398925,19.41541483,47.95198082,0.942398908,2.502503504,6.180655992,-3.678152489,3.126459195,2527.970436,4469.880912,136.0938483,507.6050358,2664.064284,4977.485948,4977.485948,2936.251981,5992.696019,9.832933851,28.24467287,5.386749199,28701.2923,28701.2923,2527.970436,136.0938483,2664.064284,8792.602232,5NB,28701.2923
322,322,AM-Peak,2,Peak,AM,5,NB,5NB,2,70,6000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.375,0.375,3.479,0.715,5807.476218,464.1745938,6271.650812,8589.2,9860.6,1.2,1.643433333,7200,2660.6,0.730178691,954.42,3882.444975,371.3396751,5017.32065,4.527903416,13.56053562,0.34524015,0.345278007,45.71509046,136.9112933,17.56153562,53.90771477,1.91243689,2.22602647,6.833115429,-4.607088959,3.5831808,2294.795887,2558.260332,128.2154229,335.9591709,2423.01131,2894.219503,5788.439005,2679.442156,3566.137844,9.055806831,27.12107124,5.005871782,24258.56789,48517.13577,4589.591773,256.4308459,4846.022619,12543.30162,5NB,48517.13577
323,323,AM-Shoulder,1,OP,AM,5,NB,5NB,2,70,5600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304348,0.391304348,3.479,0.715,4695.033522,674.9888261,5370.022348,7294.6,9128.4,1.2,1.630071429,6720,2408.4,0.736164059,765.324,3143.767617,539.9910609,4296.017878,2.574999894,7.724999664,0.391304323,0.391304332,27.49500867,82.48502582,17.56153562,55.72446363,1.289799061,2.15345276,6.833115429,-4.679662669,3.5831808,1995.493861,1934.215661,211.3008412,463.6879849,2206.794702,2397.903646,2397.903646,2629.396384,3325.279616,5.149999789,15.44999933,3.068112952,13541.39081,13541.39081,1995.493861,211.3008412,2206.794702,5370.022348,5NB,13541.39081
324,324,MD,5,OP,MD,5,NB,5NB,2,70,6800,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.346153846,0.346153846,3.482,0.708,6372.078028,595.9739907,6968.052019,7236.1,8473.9,1.2,1.246161765,8160,313.9,0.962956844,794.064,4462.411222,476.7791926,5574.441615,5.149998985,15.44998943,0.14951154,0.148879662,73.23040005,219.6910932,25.01398905,69.02763868,1.956246591,1.738434087,4.797315605,-3.058881519,2.158120924,1461.245975,4116.768053,70.98272515,524.9912656,1532.2287,4641.759318,23208.79659,1674.194151,5691.741849,10.29999797,30.89997886,5.627161037,17244.19528,86220.97642,7306.229876,354.9136258,7661.143502,34840.26009,5NB,86220.97642
325,325,PM-Shoulder,1,OP,PM,5,NB,5NB,2,70,5600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304348,0.391304348,3.632,0.592,5701.145729,339.6180905,6040.763819,6887.1,7661.5,1.2,1.368125,6720,941.5,0.877112837,779.988,3936.926183,271.6944724,4832.611055,2.574999924,7.724998179,0.348957289,0.348774005,62.3398261,187.0194397,31.58631379,60.28199375,0.945348137,1.99064418,3.799113781,-1.808469601,1.459379646,2153.807087,2767.350641,94.7599693,244.8581211,2248.567057,3012.208763,3012.208763,2438.086995,3501.925005,5.149999848,15.44999636,2.792033112,12556.14735,12556.14735,2153.807087,94.7599693,2248.567057,6040.763819,5NB,12556.14735
326,326,PM-Peak,3,Peak,PM,5,NB,5NB,2,70,5600,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.391304348,0.391304348,3.632,0.592,5662.377861,352.5407131,6014.918574,6727.4,7516,1.2,1.342142857,6720,796,0.894092602,759.972,3921.924688,282.0325705,4811.934859,2.574999963,7.724999868,0.348312679,0.348138657,62.92465025,188.7739502,34.18547307,60.71936483,1.382898048,1.976305258,3.510262963,-1.533957705,1.257184074,2126.028097,2776.377764,98.18644033,254.3542728,2224.214537,3030.732036,9092.196109,2420.587418,3539.440582,5.149999926,15.44999974,2.802343212,12466.02502,37398.07506,6378.084291,294.559321,6672.643612,18044.75572,5NB,37398.07506
327,327,PM-Late,3,OP,NT,5,NB,5NB,2,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,5183.4,380.8,5564.2,5564.2,6325.8,1.2,0.790725,6325.8,0,1,622.008,3649.1136,304.64,4451.36,1.420016866,4.257237039,0.121561369,0.121583715,92.41898772,277.0738483,61.82121768,69.88486118,1.184501167,1.717110086,1.941081145,-0.223971059,0.158756802,1065.599245,3495.792755,37.03926289,343.7607371,1102.638508,3839.553492,11518.66047,1176.717034,4527.074966,2.840033731,8.514474078,1.515323299,3341.707645,10025.12293,3196.797736,111.1177887,3307.915525,16692.6,5NB,10025.12293
328,328,Night,8,OP,NT,5,SB,5SB,2,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,2515.7,425.4,2941.1,2941.1,3791.9,1.2,0.4739875,3791.9,0,1,301.884,1771.0528,340.32,2352.88,0.682125774,2.046204232,0.125645395,0.12564803,89.82521191,269.4528425,69.58211513,69.99673473,0.757158011,1.714365684,1.724581091,-0.010215407,0.007206763,524.4086286,1689.407371,42.76053741,382.6394626,567.169166,2072.046834,16576.37467,652.6902408,2837.325759,1.364251548,4.092408465,0.784967627,890.4188686,7123.350949,4195.269029,342.0842993,4537.353328,23528.8,5SB,7123.350949
329,329,AM-Early,1,OP,AM,5,SB,5SB,2,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.479,0.715,7760.812772,613.0624093,8373.875181,10096.8,11575.2,1.2,1.4469,9600,1975.2,0.82935932,1122.912,5310.320618,490.4499274,6699.100145,4.540813552,13.58962355,0.276143824,0.276236342,58.48222358,175.0240113,18.79624706,45.5959486,0.898304883,2.631812775,6.384253176,-3.752440401,3.268977223,2589.324241,4048.576531,135.480094,477.5823153,2724.804336,4526.158846,4526.158846,2995.764524,5481.323476,9.081627104,27.17924709,4.990729758,27197.52416,27197.52416,2589.324241,135.480094,2724.804336,8373.875181,5SB,27197.52416
330,330,AM-Peak,2,Peak,AM,5,SB,5SB,2,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.479,0.715,7743.441882,618.8527061,8362.294588,8380.5,9620.9,1.2,1.2026125,9600,20.9,0.997827646,931.236,5449.764705,495.0821649,6689.83567,5.149995912,15.44995271,0.138932295,0.138130832,76.33140658,228.9937006,28.0496679,68.01785293,2.573256946,1.764242693,4.278125517,-2.513882824,1.794687862,1688.384316,5123.821565,68.38611155,550.4665945,1756.770428,5674.28816,11348.57632,1893.542651,6775.221349,10.29999182,30.89990542,5.550944142,19503.46903,39006.93807,3376.768633,136.7722231,3513.540856,16724.58918,5SB,39006.93807
331,331,AM-Shoulder,1,OP,AM,5,SB,5SB,2,70,7200,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.333333333,0.333333333,3.479,0.715,6036.620218,867.7932606,6904.413479,7116.9,8905.9,1.2,1.236930556,8640,265.9,0.970143388,746.688,4231.945774,694.2346085,5523.530783,5.14997648,15.44973649,0.143723666,0.143276227,74.12677916,222.3775602,25.33716334,69.1212708,1.971140316,1.736079193,4.736126076,-3.000046883,2.115288253,1354.918761,3935.013457,99.46731509,768.3259456,1454.386076,4703.339402,4703.339402,1653.320707,6239.991293,10.29995296,30.89947298,5.854390178,17029.08712,17029.08712,1354.918761,99.46731509,1454.386076,6904.413479,5SB,17029.08712
332,332,MD,5,OP,MD,5,SB,5SB,2,70,6400,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.36,0.36,3.482,0.708,5997.157753,560.9474155,6558.105169,7059.1,8266.7,1.2,1.291671875,7680,586.7,0.929028512,774.636,4178.017403,448.7579324,5246.484135,5.149997648,15.44997679,0.178137479,0.177580458,68.5010579,205.5029589,23.47375571,68.65833075,1.925719708,1.747784991,5.112092052,-3.364307061,2.378464436,1518.897489,3703.624265,79.69063939,481.2567761,1598.588128,4184.881041,20924.4052,1757.969407,5147.394593,10.2999953,30.89995358,5.663458188,18107.07405,90535.37023,7594.487444,398.453197,7992.940641,32790.52584,5SB,90535.37023
333,333,PM-Shoulder,1,OP,PM,5,SB,5SB,2,70,6400,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.36,0.36,3.632,0.592,6341.4,377.8,6719.2,6719.2,7474.8,1.2,1.1679375,7474.8,0,1,760.968,4464.3456,302.24,5375.36,4.15881417,12.45673682,0.140270729,0.140310935,77.06902192,230.84189,31.21320731,69.46500856,1.895938202,1.72748845,3.844526415,-2.117037965,1.491168491,1387.185014,4193.246986,42.40757701,335.392423,1429.592591,4528.639409,4528.639409,1514.407745,5199.424255,8.317628339,24.91347364,4.404964574,12594.60944,12594.60944,1387.185014,42.40757701,1429.592591,6719.2,5SB,12594.60944
334,334,PM-Peak,3,Peak,PM,5,SB,5SB,2,70,6400,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.36,0.36,3.632,0.592,6179.5,384.7,6564.2,6564.2,7333.6,1.2,1.145875,7333.6,0,1,741.54,4350.368,307.76,5251.36,2.574995184,7.724918096,0.222898158,0.222665952,68.49607278,205.486424,41.2529941,67.69819926,1.861996625,1.772572998,2.90887977,-1.136306772,0.836215839,1711.229015,3726.730985,68.52767339,316.1723266,1779.756688,4042.903312,12128.70994,1916.812035,4675.247965,5.149990367,15.44983619,2.773287589,9871.554271,29614.66281,5133.687044,205.5830202,5339.270065,19692.6,5SB,29614.66281
335,335,PM-Late,3,OP,NT,5,SB,5SB,2,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,5056.2,371.5,5427.7,5427.7,6170.7,1.2,0.7713375,6170.7,0,1,606.744,3559.5648,297.2,4342.16,1.344694235,4.031626169,0.121642708,0.12166311,92.38945992,276.9995994,62.839984,69.90058135,1.154955254,1.71672392,1.909612199,-0.192888279,0.136728539,1039.739101,3409.716899,36.15827629,335.3417237,1075.897378,3745.058622,11235.17587,1148.21393,4415.74207,2.689388469,8.063252338,1.434995437,3087.815656,9263.446967,3119.217304,108.4748289,3227.692133,16283.1,5SB,9263.446967
336,336,Night,8,OP,NT,6,NB,6NB,1.3,70,8000,1,6,70,3600,1,6,2050,0.5,0,5.15,2.575,0.310344828,0.310344828,3.635,0.708,1807.1,305.7,2112.8,2112.8,2724.2,1.2,0.340525,2724.2,0,1,216.852,1272.1984,244.56,1690.24,1.79912277,5.397380103,0.008158303,0.008100557,208.9073762,626.723498,69.89521007,69.99999464,0.56813964,1.1142858,1.1159563,-0.0016705,0.00116941,227.2309803,1363.01702,1.981072106,303.7189279,229.2120524,1666.735948,13333.88758,233.1741966,2274.173803,2.338859601,7.016594134,1.830222388,545.3617388,4362.893911,1817.847842,15.84857685,1833.696419,16902.4,6NB,4362.893911
