,Year,Total Revenue,Var Total Revenue (%),Base Revenues,Var Base Revenues (%),Dev Revenues,Var Dev Revenues (%),TDOT Revenues,Var TDOT Revenues (%),Total Transactions,Var Total Transactions (%),Transactions Lights,Var Transactions Lights (%),Transactions Medium A,Var Transactions Medium A (%),Transactions Medium B,Var Transactions Medium B (%),Transactions Heavy A,Var Transactions Heavy A (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Toll Lights,Var Toll Lights (%),Toll Medium A,Var Toll Medium A (%),Toll Meadium B,Var Toll Meadium B (%),Toll Heavy A,Var Toll Heavy A (%),Capture,Var Capture (%),Corridor PCE,Var Corridor PCE (%)
15,2039.9999999999998,743752654.331,0.08,663617987.942,0.068,40067333.118,0.29,40067333.27,0.29,118293832.989,0.021,110576142.558,0.02,3508860.313,0.022,1025399.484,0.023,3183430.634,0.03,40108.909,0.022,2.988,0.057,2.693,0.057,8.079,0.057,8.079,0.057,13.465,0.057,0.188,0.011,263957.663,0.014
16,2041.0000000000002,791154964.357,0.064,701854751.16,0.058,44258452.824,0.105,44295087.703,0.106,120840400.006,0.022,112942165.337,0.021,3587527.477,0.022,1049236.333,0.023,3261314.877,0.024,41058.886,0.024,3.105,0.039,2.797,0.039,8.391,0.039,8.391,0.039,13.985,0.039,0.19,0.011,266470.932,0.01
17,2041.9999999999995,841578411.831,0.064,742294664.515,0.058,48887971.67,0.105,48968938.896,0.106,123441788.17,0.022,115358814.441,0.021,3667958.326,0.022,1073627.302,0.023,3341104.598,0.024,42031.362,0.024,3.227,0.039,2.905,0.039,8.716,0.039,8.716,0.039,14.526,0.039,0.193,0.016,269008.13,0.01
18,2043.0,895215545.839,0.064,785064670.513,0.058,54001747.045,0.105,54135957.302,0.106,126099177.642,0.022,117827173.134,0.021,3750192.401,0.022,1098585.274,0.023,3422846.414,0.024,43026.872,0.024,3.353,0.039,3.017,0.039,9.052,0.039,9.052,0.039,15.087,0.039,0.196,0.016,271569.487,0.01
19,2044.0000000000002,952271187.385,0.064,830299025.913,0.058,59650433.109,0.105,59848180.073,0.106,128813773.987,0.022,120348347.857,0.021,3834270.129,0.022,1124123.429,0.023,3506588.086,0.024,44045.96,0.024,3.484,0.039,3.134,0.039,9.402,0.039,9.402,0.039,15.67,0.039,0.199,0.015,274155.232,0.01
20,2044.9999999999993,1012963211.528,0.064,878139723.168,0.058,65889982.543,0.105,66163135.124,0.106,131586808.726,0.022,122923468.727,0.021,3920232.844,0.022,1150255.254,0.023,3592378.54,0.024,45089.185,0.024,3.621,0.039,3.255,0.039,9.765,0.039,9.765,0.039,16.276,0.039,0.201,0.01,276765.596,0.01
21,2045.9999999999993,1077523379.372,0.064,928736936.138,0.058,72782200.785,0.105,73144420.5,0.106,134419539.888,0.022,125553690.041,0.021,4008122.807,0.022,1176994.55,0.023,3680267.901,0.024,46157.119,0.024,3.762,0.039,3.381,0.039,10.143,0.039,10.143,0.039,16.905,0.039,0.204,0.015,279400.815,0.01
22,2046.9999999999995,1146198223.074,0.064,982249491.499,0.058,80395358.243,0.105,80862344.873,0.106,137313252.587,0.022,128240190.797,0.021,4097983.226,0.022,1204355.438,0.023,3770307.519,0.024,47250.347,0.024,3.909,0.039,3.512,0.039,10.535,0.039,10.535,0.039,17.558,0.039,0.207,0.015,282061.126,0.01
23,2048.0,1219249987.267,0.064,1038845367.303,0.058,88804866.537,0.105,89394635.622,0.106,140269259.602,0.022,130984175.219,0.021,4189858.277,0.022,1232352.369,0.023,3862550.003,0.024,48369.468,0.024,4.062,0.039,3.647,0.038,10.942,0.039,10.942,0.039,18.236,0.039,0.21,0.014,284746.766,0.01
24,2049.000000000001,1296957630.472,0.064,1098702220.268,0.058,98094025.489,0.105,98827221.626,0.106,143288901.971,0.022,133786873.297,0.021,4283793.128,0.022,1261000.127,0.023,3957049.246,0.024,49515.095,0.024,4.221,0.039,3.788,0.039,11.365,0.039,11.365,0.039,18.941,0.039,0.213,0.014,287457.978,0.01
25,2049.999999999999,1379617890.348,0.064,1162007943.45,0.058,108354848.241,0.105,109255098.658,0.106,146373549.602,0.022,136649541.341,0.021,4379833.959,0.022,1290313.843,0.023,4053860.46,0.024,50687.857,0.024,4.386,0.039,3.935,0.039,11.804,0.039,11.804,0.039,19.673,0.039,0.216,0.014,290195.005,0.01
