,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
61,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.399,0.592,7920.7,464.4,8385.1,8385.1,9313.9,1.2,1.455296875,9313.9,0.0,1.0,792.07,6273.1944,408.67199999999997,7378.888,3.599999381847618,10.799996318936754,0.2505728191935516,0.2499512721147553,53.23093537649353,159.6927791206006,22.347170749002704,56.28674473205724,1.8174939467184388,3.517702097403977,8.860181999049532,-5.342479901645555,4.222127399334672,1571.8920061572005,5556.737993842799,102.14808627768127,362.2519137223187,1674.040092434882,5918.989907565118,5918.989907565118,1878.3362649902442,6643.493735009755,11.879997960097139,35.63998785249129,4.039335280463457,22314.630380732335,22314.630380732335,1571.8920061572005,102.14808627768127,2466.110092434882,8385.1
62,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,7142.5,436.4,7578.9,7578.9,8451.7,1.2,1.0564625,8451.7,0.0,1.0,714.25,5656.86,384.032,6669.432,2.8427954292291693,8.507825675881408,0.1204470230151156,0.12050547134911309,63.8555314500176,191.10475711044108,40.940081038606216,69.444089735698,4.102019612466826,2.8512145634507085,4.836336298731,-1.9851217352802917,1.4054354091117005,681.3519466132868,5746.898053386713,46.277957173142596,390.1220428268574,727.6299037864294,6137.0200962135705,18411.06028864071,820.1858181327146,6917.2641818672855,9.381224916456258,28.075824730408645,3.203096766179278,7691.207672919049,23073.62301875715,2044.0558398398605,138.8338715194278,2897.1397113592884,22736.699999999997
63,PM-Late,3,OP,NT,4,SB,4SB,3.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,5480.3,396.6,5876.900000000001,5876.900000000001,6670.1,1.2,0.8337625000000001,6670.1,0.0,1.0,548.0300000000001,4340.3976,349.00800000000004,5171.6720000000005,1.3451815821469422,4.0301497607339565,0.11353806386784662,0.11359438756594113,74.57410317639614,223.42322260584743,59.39140954604145,69.8969434829019,2.1810823821989995,2.832741893047648,3.333815471183695,-0.5010735781360474,0.35367082982858683,492.80033992064824,4439.469660079352,39.645350015613985,356.95464998438604,532.4456899362622,4796.424310063739,14389.272930191215,611.7363899674901,5510.3336100325105,4.439099221084909,13.299494210422056,1.5451015086912068,2714.8527080949425,8144.5581242848275,1478.4010197619448,118.93605004684196,2145.3670698087867,17630.7
64,Night,8,OP,NT,5,NB,5NB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,2117.6,351.8,2469.4,2469.4,3173.0,1.2,0.396625,3173.0,0.0,1.0,211.76,1524.672,281.44,1975.5200000000002,0.500004023184667,1.50000945145154,0.11681843720427043,0.11680324172007045,72.33356432160373,217.00031421449324,69.84906510688717,69.9994455108361,0.6987887269646706,1.7142992937197437,1.7179900663862704,-0.0036907726665267315,0.00259304647038925,178.10980028910942,1727.7301997108905,32.873104349696625,318.9268956503034,210.98290463880605,2046.6570953611938,16373.25676288955,276.7291133381993,2684.5108866618007,1.000008046369334,3.00001890290308,0.6558141958143295,276.7311678725399,2213.8493429803193,1424.8784023128753,262.984834797573,1899.6232371104484,19755.2
65,AM-Early,1,OP,AM,5,NB,5NB,2.0,70,8400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3,0.3,3.246,0.715,7877.6,611.3,8488.9,8488.9,9711.5,1.2,1.1561309523809524,9711.5,0.0,1.0,787.7600000000001,5671.872,489.03999999999996,6791.12,3.5198286793156255,10.531086473831966,0.11761718057504242,0.11772215265448586,63.365865094141895,189.58633092486957,30.175490112867603,69.22772614271798,1.838822341637063,1.7334095265907086,3.976737396846089,-2.2433278702553805,1.5837161777922621,667.109593222527,6422.730406777473,57.570841534149764,553.7291584658502,724.6804347566767,6976.459565243324,6976.459565243324,839.8221178249763,8083.917882175024,7.039657358631251,21.06217294766393,4.076824552370626,5908.789978077279,5908.789978077279,667.109593222527,57.570841534149764,1512.440434756677,8488.9
66,AM-Peak,2,Peak,AM,5,NB,5NB,2.0,70,6000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.375,0.375,3.246,0.715,6531.9,512.9,7044.799999999999,7044.799999999999,8070.599999999999,1.2,1.3451,8070.599999999999,0.0,1.0,653.19,4702.968,410.32,5635.84,3.5999982073154344,10.799994994580297,0.22995759358291737,0.22957083911362305,48.67425143284507,146.02275933678234,25.457267130156357,67.06224789909807,2.5199793899228617,1.7893823091130516,4.7137817027441065,-2.924399393631055,2.0996471919208743,1081.4832039774658,4797.2267960225345,94.19750670510182,418.70249329489815,1175.6807106825677,5215.929289317432,10431.858578634865,1364.0757240927712,6053.334275907229,7.199996414630869,21.599989989160594,4.176874003169342,9821.340392955346,19642.680785910692,2162.9664079549316,188.39501341020363,3004.5514213651354,14089.599999999999
67,AM-Shoulder,1,OP,AM,5,NB,5NB,2.0,70,5600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304347826087,0.391304347826087,3.246,0.715,5237.7,739.7,5977.4,5977.4,7456.8,1.2,1.3315714285714286,7456.8,0.0,1.0,523.77,3771.1440000000002,591.7600000000001,4781.92,1.7999999553107997,5.399999923594424,0.29850371277141075,0.2984134096175424,43.321997078857066,129.96599262436794,33.58065721033303,65.49548339879519,1.195293300099177,1.8321874085474334,3.5734857495009082,-1.7412983409534748,1.301440024650636,1125.7004853956291,3588.229514604371,176.58911927527694,563.1108807247231,1302.289604670906,4151.3403953290945,4151.3403953290945,1655.46784322146,5277.56215677854,3.5999999106215994,10.799999847188849,2.288156216030457,5959.684107999161,5959.684107999161,1125.7004853956291,176.58911927527694,1826.059604670906,5977.4
68,MD,5,OP,MD,5,NB,5NB,2.0,70,6800.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.34615384615384615,0.34615384615384615,3.249,0.708,5434.4,499.3,5933.7,5933.7,6932.299999999999,1.2,1.0194558823529412,6932.299999999999,0.0,1.0,543.4399999999999,3912.768,399.44000000000005,4746.96,1.799999863663334,5.399994258465961,0.14745216838078604,0.14725348568019783,57.30885125483592,171.92638398625763,45.789544554686216,69.79626461789734,1.667817555606935,1.7192897163901992,2.620685599016706,-0.9013958826265067,0.6344799193116943,576.9461259709515,4314.013874029049,58.81893232009823,440.4810676799018,635.7650582910497,4754.49494170895,23772.474708544753,753.4029229312462,5635.457077068754,3.599999727326668,10.799988516931922,2.133059732083614,2712.2496898128597,13561.248449064298,2884.7306298547574,294.0946616004911,3722.2652914552486,29668.5
69,PM-Shoulder,1,OP,PM,5,NB,5NB,2.0,70,5600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304347826087,0.391304347826087,3.399,0.592,5338.1,312.4,5650.5,5650.5,6275.3,1.2,1.1205892857142858,6275.3,0.0,1.0,533.8100000000001,3843.4320000000002,249.92,4520.400000000001,1.799999993617713,5.399999559939624,0.2104222676021493,0.21025279867425803,52.973706750332454,158.92110786358114,42.28903146508033,69.48412962631947,1.5689375146207185,1.7270130696801005,2.8376152359764633,-1.1106021662963628,0.7863306651835243,808.7436768146639,3995.546323185337,52.54637944467056,259.8536205553294,861.2900562593345,4255.3999437406665,4255.3999437406665,966.3828151486756,4775.107184851326,3.599999987235426,10.799999119879248,2.019632092975937,3478.9780779648045,3478.9780779648045,808.7436768146639,52.54637944467056,1395.1000562593345,5650.5
70,PM-Peak,3,Peak,PM,5,NB,5NB,2.0,70,5600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304347826087,0.391304347826087,3.399,0.592,5201.1,318.1,5519.200000000001,5519.200000000001,6155.400000000001,1.2,1.0991785714285716,6155.400000000001,0.0,1.0,520.11,3744.792000000001,254.48000000000002,4415.360000000001,1.7999999961815387,5.399999894026162,0.23506466359549383,0.2349114776195549,51.171495328351,153.51448329802486,46.499074583005815,69.29062466800386,2.13258694975128,1.7318360250750067,2.5806965208691883,-0.8488604957941817,0.6064875646084317,880.2682717150967,3800.7217282849037,59.78027282462433,258.3197271753757,940.0485445397211,4059.0414554602794,12177.124366380838,1059.6090901889697,4575.680909811031,3.5999999923630774,10.799999788052324,2.028933892533822,3814.5927052874604,11443.77811586238,2640.8048151452904,179.34081847387301,3340.2556336191633,16557.600000000002
71,PM-Late,3,OP,NT,5,NB,5NB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,4256.9,307.2,4564.099999999999,4564.099999999999,5178.5,1.2,0.6473125,5178.5,0.0,1.0,425.69,3064.968,245.76,3651.2799999999997,0.8000754793702816,2.3995247969004136,0.12468562964954905,0.12469038380660824,71.53486805456232,214.5418703183136,67.3619690464955,69.97750345673215,1.027231874753112,1.71483682715542,1.7814206101542542,-0.06658378299883427,0.046994427107977944,382.157464935719,3449.0525350642806,30.64390872431204,276.55609127568795,412.80137366003106,3725.6086263399684,11176.825879019905,474.08919110865514,4278.720808891345,1.6001509587405631,4.799049593800827,0.9188090447675767,758.5712716226333,2275.7138148678996,1146.4723948071571,91.93172617293612,1664.0941209800933,13692.3
72,Night,8,OP,NT,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,2066.1,343.2,2409.2999999999997,2409.2999999999997,3095.7,1.2,0.3869625,3095.7,0.0,1.0,206.61,1487.5919999999999,274.56,1927.4399999999998,0.5000022728617387,1.5000311311997339,0.11353879601001025,0.11351882150298803,73.09278709086476,219.28191540995132,69.86751356605102,69.99956686832316,0.692230824298062,1.71429632165772,1.7175364325303344,-0.0032401108726143324,0.0022755027712340614,168.89940463412316,1690.5905953658767,31.167727631860394,312.0322723681396,200.06713226598356,2002.6228677340164,16020.982941872131,262.4025875297043,2626.6874124702954,1.0000045457234774,3.0000622623994677,0.6557931153037703,262.40529587720164,2099.242367017613,1351.1952370729853,249.34182105488316,1807.1470581278686,19274.399999999998
73,AM-Early,1,OP,AM,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,7685.0,596.4,8281.4,8281.4,9474.2,1.2,1.1842750000000002,9474.2,0.0,1.0,768.5,5533.200000000001,477.12,6625.12,3.59995699943051,10.799462029709431,0.1291584688385248,0.12856149382722518,61.14928962919537,183.44092209953283,28.750134195998186,69.0988588870369,1.845927229311564,1.7366422822723673,4.173893561049992,-2.437251278777625,1.7217254927349939,714.6596397773255,6201.8403602226745,61.33925993484568,535.0607400651543,775.9988997121712,6736.901100287829,6736.901100287829,898.6774195818625,7807.022580418137,7.19991399886102,21.598924059418863,4.169045835275907,6470.349962047427,6470.349962047427,714.6596397773255,61.33925993484568,1544.4988997121714,8281.4
74,AM-Peak,2,Peak,AM,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,6373.2,500.4,6873.599999999999,6873.599999999999,7874.4,1.2,0.9843,7874.4,0.0,1.0,637.32,4588.704000000001,400.32,5498.88,1.7999985505266993,5.39993528955602,0.1566212679748847,0.15640413561785207,56.9700504769941,170.90824096968907,49.73689865334307,69.41564873942814,2.0498775527797446,1.7287168265250241,2.4126956695948754,-0.6839788430698512,0.4888869687164126,718.6886388414255,5017.191361158575,62.611703570538545,437.7882964294614,781.300342411964,5454.979657588036,10909.959315176073,906.5237495530412,6330.55625044696,3.5999971010533987,10.79987057911204,2.088489620786524,3263.475311688688,6526.950623377376,1437.377277682851,125.22340714107709,2199.9206848239282,13747.199999999999
75,AM-Shoulder,1,OP,AM,5,SB,5SB,2.0,70,7200.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3333333333333333,0.3333333333333333,3.246,0.715,5110.2,721.7,5831.9,5831.9,7275.3,1.2,1.0104583333333335,7275.3,0.0,1.0,511.02,3679.3440000000005,577.36,4665.5199999999995,1.7999985454807348,5.399992463723862,0.14277465885515186,0.1426311576037523,57.99785053131217,173.99344936560715,46.227769807978895,69.81286359751229,1.671581033589887,1.7188809313399382,2.5958422934624905,-0.8769613621225523,0.6170896054237431,525.31708441075,4073.86291558925,82.34952515410244,639.3504748458976,607.6666095648525,4713.213390435148,4713.213390435148,772.3656598730573,5991.914340126943,3.5999970909614696,10.799984927447724,2.2878611086998495,2780.513606157844,2780.513606157844,525.31708441075,82.34952515410244,1118.6866095648525,5831.9
76,MD,5,OP,MD,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.249,0.708,5301.5,487.1,5788.6,5788.6,6762.8,1.2,1.0566875,6762.8,0.0,1.0,530.15,3817.0800000000004,389.68000000000006,4630.88,1.799999975120086,5.399999720504308,0.16701831877108145,0.1668353984517309,54.56448644449754,163.6934531235705,44.0556528533344,69.72201361192371,1.655439794752886,1.7211206874764995,2.723827527865534,-1.0027068403890345,0.7066792695058737,637.5222842147197,4133.827715785281,65.01241806867051,422.0875819313295,702.5347022833902,4555.91529771661,22779.57648858305,832.5595384207312,5400.09046157927,3.599999950240172,10.799999441008616,2.1331432173447484,2997.2142702502515,14986.071351251258,3187.611421073598,325.06209034335257,4042.8235114169506,28943.0
77,PM-Shoulder,1,OP,PM,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.399,0.592,5207.9,304.8,5512.7,5512.7,6122.299999999999,1.2,0.9566093749999999,6122.299999999999,0.0,1.0,520.79,3749.688,243.84000000000003,4410.16,1.53115578770215,4.591106447896859,0.1473950347658994,0.147419838690052,59.055925738108016,177.07671787574375,51.4342958638952,69.88175033836633,1.5955374421605428,1.717186524650025,2.333073642488322,-0.6158871178382967,0.4331515497418254,552.6853931212759,4134.424606878724,35.94685346618229,268.8531465338177,588.6322465874582,4403.277753412542,4403.277753412542,660.5259535198227,4940.984046480177,3.0623115754043,9.182212895793718,1.7180222032501538,2022.5665383725454,2022.5665383725454,552.6853931212759,35.94685346618229,1109.4222465874582,5512.7
78,PM-Peak,3,Peak,PM,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.399,0.592,5074.9,310.3,5385.2,5385.2,6005.799999999999,1.2,0.9384062499999999,6005.799999999999,0.0,1.0,507.49,3653.928,248.24,4308.16,1.7999978745297551,5.399956424341913,0.15989592908491343,0.15970656590317298,57.51001335202435,172.52885153844082,53.827779179945864,69.86174087602365,2.3202974084856054,1.7176783529192539,2.2293321743563097,-0.5116538214370558,0.36053252204941677,584.2482123693795,3983.16178763062,39.64555791980366,270.65444208019636,623.8937702891832,4253.8162297108165,12761.448689132449,703.1848861287905,4795.125113871209,3.5999957490595103,10.799912848683826,2.028758557825754,2531.459651296711,7594.378953890133,1752.7446371081387,118.93667375941098,2379.1713108675494,16155.599999999999
79,PM-Late,3,OP,NT,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,4152.5,299.7,4452.2,4452.2,5051.6,1.2,0.6314500000000001,5051.6,0.0,1.0,415.25,2989.8,239.76,3561.76,0.7709204429204045,2.312133341452936,0.12475688257956759,0.12476044273478273,71.51606019326678,214.48992401318336,67.7157677524601,69.98057886068945,1.0016968177685184,1.7147614660187989,1.7721131131329517,-0.05735164711415286,0.040479179193066234,372.9981275363912,3364.251872463609,29.912563750091508,269.78743624990847,402.91069128648274,3634.039308713517,10902.117926140552,462.73581878666573,4173.614181213334,1.541840885840809,4.624266682905872,0.8853419017618576,713.4274353275187,2140.282305982556,1118.9943826091737,89.73769125027452,1623.9820738594483,13356.599999999999
80,Night,8,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,1484.1,246.7,1730.8,1730.8,2224.2,1.2,0.27802499999999997,2224.2,0.0,1.0,148.41,1068.552,197.36,1384.64,1.7990880794862432,5.389973593511043,0.00012510108981093025,6.932863110477881e-05,136408.74755167487,408673.4582986068,69.96770177948888,69.99999965375102,0.0,1.1142857197974327,1.1148000865574492,-0.0005143667600164825,0.0003600605902144987,0.13367701971964913,1335.5563229802801,0.013682698634839147,246.68631730136514,0.14735971835448827,1582.2426402816452,12657.941122253162,0.17472511562416657,2075.6152748843756,2.338814503332116,7.006965671564356,2.132510298728116,0.40851995211120706,3.2681596168896565,1.069416157757193,0.10946158907871317,149.5888777468359,13846.4
81,AM-Early,1,OP,AM,6,NB,6NB,1.3,70,9200.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.28125,0.28125,3.246,0.715,5522.6,428.6,5951.200000000001,5951.200000000001,6808.400000000001,1.2,0.7400434782608696,6808.400000000001,0.0,1.0,552.2600000000001,3976.2720000000004,342.88000000000005,4760.960000000001,0.883158905105395,2.6487383768919486,0.11191176837417507,0.11191476533384506,64.61448192149538,193.7894267714273,64.01052161716443,69.92100222637606,0.7302069906667865,1.115544650625393,1.2185496701074263,-0.10300501948203333,0.07298476907519852,444.9916310567179,4525.348368943282,38.3733347376688,390.2266652623312,483.3649657943867,4915.5750342056135,4915.5750342056135,560.1116352697243,5696.028364730276,1.1481065766370135,3.4433598899595332,1.0233245705368483,643.0310198443289,643.0310198443289,444.9916310567179,38.3733347376688,1035.6249657943868,5951.200000000001
82,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,70,9600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2727272727272727,0.2727272727272727,3.246,0.715,4579.8,359.6,4939.400000000001,4939.400000000001,5658.6,1.2,0.5894375000000001,5658.6,0.0,1.0,457.98,3297.456,287.68,3951.5200000000004,0.9357698760449393,2.8067833122696637,0.10753236122912835,0.10751925691045959,65.72744718538954,197.14537370850078,68.3295097643716,69.97714107543959,0.8979747015927799,1.1146497099090014,1.1415272884142775,-0.026877578505276167,0.019069101889994212,354.58322972915664,3767.236770270844,30.931139828001015,328.66886017199903,385.51436955715764,4095.9056304428427,8191.811260885685,447.3766492131597,4753.243350786841,1.216500838858421,3.648818305950563,1.0858876998822562,544.2129056389739,1088.4258112779478,709.1664594583133,61.86227965600203,1229.0087391143152,9878.800000000001
83,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3672.2,518.6,4190.8,4190.8,5228.0,1.2,0.6535,5228.0,0.0,1.0,367.22,2643.984,414.88000000000005,3352.6400000000003,0.719136862999893,2.156975148449086,0.12600148655994076,0.12603143293220176,60.86872322191144,182.56931338465998,67.23201726677841,69.98355920789815,0.7055778656220393,1.114547486335864,1.16016152974399,-0.045614043408126026,0.032113070820793094,333.1459144406984,2971.8340855593015,52.28792089491187,466.3120791050882,385.43383533561024,3438.1461646643897,3438.1461646643897,490.009677125434,4370.770322874566,0.934877921899861,2.804067692983812,0.9141938809282228,458.06962989646456,458.06962989646456,333.1459144406984,52.28792089491187,752.6538353356102,4190.8
84,MD,5,OP,MD,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.249,0.708,3810.6,350.1,4160.7,4160.7,4860.9,1.2,0.6076125,4860.9,0.0,1.0,381.06,2743.632,280.08000000000004,3328.56,0.630844286636887,1.89235573171673,0.12547430141774896,0.12546797582772687,61.04042672491554,183.1041412693597,68.18120289232168,69.98615531315762,0.6348898341797962,1.1145061426932785,1.1440103238305301,-0.029504181137251617,0.020807226681371083,344.2553085473814,3085.2846914526185,35.141070669829745,314.9589293301703,379.3963792172111,3400.2436207827886,17001.218103913943,449.67852055687064,4030.1614794431293,0.8200975726279531,2.460062451231749,0.7476900586862023,368.772171354924,1843.86085677462,1721.276542736907,175.7053533491487,2278.0418960860557,20803.5
85,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,3742.8,219.0,3961.8,3961.8,4399.8,1.2,0.549975,4399.8,0.0,1.0,374.28000000000003,2694.8160000000003,175.20000000000002,3169.4400000000005,0.5205499880249949,1.5615836690878409,0.13307640909336196,0.1330649151588155,61.43438066872625,184.295317990099,69.02777612515484,69.98848688748214,0.5352808595170323,1.1144690143880045,1.1299799063289762,-0.01551089194097166,0.010985934430283294,358.6164364473373,3009.9035635526625,23.31297313582448,195.68702686417552,381.9294095831618,3205.590590416838,3205.590590416838,428.5553558548107,3596.964644145189,0.6767149844324933,2.030058769814193,0.5840946893000143,290.00782177251926,290.00782177251926,358.6164364473373,23.31297313582448,756.2094095831619,3961.8
86,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,3646.5,223.0,3869.5,3869.5,4315.5,1.2,0.5394375,4315.5,0.0,1.0,364.65000000000003,2625.48,178.4,3095.6000000000004,0.7824671100143664,2.3470430312444552,0.13327345465257948,0.13328995204716862,61.37681405104833,184.10233715236268,69.13392990778091,69.98987898613231,0.8216613427029434,1.114446847599991,1.1282448445220128,-0.013797996922021882,0.009771391165408913,349.90678972125437,2931.9432102787455,23.778927445214883,199.2210725547851,373.68571716646926,3131.1642828335307,9393.492848500591,421.243572056899,3529.6064279431007,1.0172072430186765,3.0511559406177917,0.8820265408525724,428.48093662185977,1285.4428098655794,1049.720369163763,71.33678233564464,1485.7071514994077,11608.5
87,PM-Late,3,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,2984.5,215.4,3199.9,3199.9,3630.7,1.2,0.4538375,3630.7,0.0,1.0,298.45,2148.84,172.32000000000002,2559.92,0.5121676347226061,1.5366059201226143,0.1252025920741897,0.12515970991253073,71.39133900074512,214.18837645498624,69.67678328919801,69.99729134476374,0.46689783395063467,1.1143288333232757,1.119454663632446,-0.005125830309170354,0.003618264542712225,269.04033795270186,2417.009662047298,21.567521212127296,193.8324787878727,290.60785916482916,2610.842140835171,7832.5264225055125,333.7429015890838,2998.507098410916,0.6658179251393879,1.9975876961593988,0.5881965298611516,222.21489460446998,666.64468381341,807.1210138581056,64.70256363638188,1170.2735774944874,9599.7
88,Night,8,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,1649.6,266.2,1915.8,1915.8,2448.2,1.2,0.306025,2448.2,0.0,1.0,164.96,1187.712,212.96,1532.64,0.8265409087051123,3.38557323531579,0.0342035381167433,0.011858305747632048,40135.396306862545,164397.57801968016,69.94957948586307,69.99999657926458,0.0,1.11428576873824,1.115088905084325,-0.0008031363460849761,0.0005622335590274103,40.62395266371342,1444.0160473362864,2.525344792015721,263.67465520798424,43.14929745572914,1707.6907025442706,13661.525620354165,48.19998703976058,2235.0400129602394,1.0745031813166461,4.401245205910527,0.9763101828221838,54.765228033947224,438.1218242715778,324.99162130970734,20.20275833612577,510.15437964583316,15326.4
89,AM-Early,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3539.3,274.7,3814.0,3814.0,4363.4,1.2,0.5454249999999999,4363.4,0.0,1.0,353.93000000000006,2548.2960000000003,219.76,3051.2000000000003,0.5499046488453199,1.6497531093234035,0.1247024560988622,0.12466633701038468,61.61177117537812,184.83970135719497,69.03255972497443,69.99223069445195,0.5653252567773114,1.1144094026736429,1.1299016045580785,-0.015492201884435675,0.010931123190655026,317.7787700669062,2867.591229933094,27.396674221402137,247.30332577859787,345.1754442883083,3114.8945557116917,3114.8945557116917,399.9687927311126,3609.501207268888,0.7148760434989159,2.1446790421204245,0.6371999372652597,285.92950287982364,285.92950287982364,317.7787700669062,27.396674221402137,699.1054442883084,3814.0
90,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3904.2,307.6,4211.8,4211.8,4827.0,1.2,0.603375,4827.0,0.0,1.0,390.42,2811.024,246.08000000000004,3369.4400000000005,0.9537445075403951,2.8606573253451204,0.12472628605333555,0.12472837754519889,61.60431181434761,184.77571768044433,68.24734013793068,69.98585877127071,0.9780201285314736,1.1145108650437694,1.142901684407902,-0.02839081936413268,0.020031179085531474,350.6085835267915,3163.1714164732084,30.693159146322547,276.90684085367747,381.30174267311406,3440.0782573268857,6880.156514653771,442.6880609657592,3993.8919390342407,1.2398678598025137,3.7188545229486567,1.1072428319506753,548.8517078006383,1097.7034156012767,701.217167053583,61.38631829264509,1153.0234853462282,8423.6
91,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3589.5,507.0,4096.5,4096.5,5110.5,1.2,0.6388125,5110.5,0.0,1.0,358.95000000000005,2584.4400000000005,405.6,3277.2000000000003,0.6950438294877306,2.084933177702591,0.12607982507519735,0.1260804589760496,60.85100865524186,182.53566388106591,67.57356019563481,69.9856285353534,0.6894911019570363,1.1145145315169689,1.1542976243101473,-0.039783092793178376,0.02800833701710318,325.8457431173431,2904.7042568826573,51.13823416068573,455.8617658393143,376.9839772780288,3360.5660227219714,3360.5660227219714,479.26044559940027,4272.2895544006005,0.9035569783340498,2.710413131013368,0.8835836381545453,433.0259364200785,433.0259364200785,325.8457431173431,51.13823416068573,735.9339772780288,4096.5
